Instruction,Input,Response,Metadata
Filter Adyen transactions to include only captures and refunds that are either settled or refunded.,dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  pe.status,
  pe.type,
  pe.amount
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Group Adyen transactions by gateway creation date, account ID, and account name to summarize the YTD volume.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
Create a CTE to calculate the year-to-date Adyen transaction volume for each account.,dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Extract the gateway creation date, account ID, and account name from the Adyen transactions.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Calculate the year-to-date volume of Adyen transactions for each account, considering only settled and refunded transactions.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  a.id AS account_id,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  a.id
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
Filter Adyen transactions to include only captures and refunds that are either settled or refunded.,dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  pe.status,
  pe.type,
  pe.amount
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Group Adyen transactions by gateway creation date, account ID, and account name to summarize the YTD volume.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
Create a CTE to calculate the year-to-date Adyen transaction volume for each account.,dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Extract the gateway creation date, account ID, and account name from the Adyen transactions.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Calculate the year-to-date volume of Adyen transactions for each account, considering only settled and refunded transactions.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  a.id AS account_id,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  a.id
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
Filter Adyen transactions to include only captures and refunds that are either settled or refunded.,dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  pe.status,
  pe.type,
  pe.amount
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Group Adyen transactions by gateway creation date, account ID, and account name to summarize the YTD volume.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
Create a CTE to calculate the year-to-date Adyen transaction volume for each account.,dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Extract the gateway creation date, account ID, and account name from the Adyen transactions.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Calculate the year-to-date volume of Adyen transactions for each account, considering only settled and refunded transactions.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  a.id AS account_id,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  a.id
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
Filter Adyen transactions to include only captures and refunds that are either settled or refunded.,dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  pe.status,
  pe.type,
  pe.amount
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Group Adyen transactions by gateway creation date, account ID, and account name to summarize the YTD volume.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
Create a CTE to calculate the year-to-date Adyen transaction volume for each account.,dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Extract the gateway creation date, account ID, and account name from the Adyen transactions.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Calculate the year-to-date volume of Adyen transactions for each account, considering only settled and refunded transactions.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  a.id AS account_id,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  a.id
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
Filter Adyen transactions to include only captures and refunds that are either settled or refunded.,dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  pe.status,
  pe.type,
  pe.amount
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
"Group Adyen transactions by gateway creation date, account ID, and account name to summarize the YTD volume.",dim_adyen_transactions.sql model,"WITH adyen_transactions AS (
  SELECT
  ma.created_at AS gateway_date_created,
  a.id AS account_id,
  a.name AS account_name,
  SUM(CASE
  WHEN pe.status = 'REFUNDED' THEN -pe.amount
  WHEN pe.status = 'SETTLED' THEN pe.amount
  ELSE 0
  END) AS ytd_adyen_volume
  FROM
  {{ source('payments', 'payment_event') }} AS pe
  INNER JOIN
  {{ source('payments', 'merchant_account') }} AS ma
  ON pe.merchantaccountid = ma.id
  INNER JOIN
  {{ ref('dim_account') }} AS a
  ON SPLIT_PART(pe.tenant_id, 'webconnex-', 2)::VARCHAR = a.id
  WHERE
  pe.status IN ('REFUNDED', 'SETTLED')
  AND pe.type IN ('CAPTURE', 'REFUND')
  GROUP BY
  ma.created_at,
  a.id,
  a.name
)
SELECT * FROM adyen_transactions;","SQL, dbt, Webconnex"
